drug_name,target
phenylephrine,Alpha-1B adrenergic receptor agonist
phenylephrine,Alpha-1D adrenergic receptor agonist
nimodipine,Voltage-dependent L-type calcium channel subunit alpha-1C inhibitor
nimodipine,Voltage-dependent L-type calcium channel subunit alpha-1D inhibitor
nimodipine,Voltage-dependent L-type calcium channel subunit alpha-1S inhibitor
nimodipine,Voltage-dependent L-type calcium channel subunit beta-2 inhibitor
progesterone,Estrogen receptor alpha agonist
progesterone,Estrogen receptor alpha inhibitor
progesterone,Estrogen receptor alpha antagonist
progesterone,Kappa-type opioid receptor agonist
progesterone,Kappa-type opioid receptor inhibitor
progesterone,Kappa-type opioid receptor antagonist
progesterone,Kappa-type opioid receptor binder
progesterone,Kappa-type opioid receptor partial agonist
progesterone,Glucocorticoid receptor agonist
progesterone,Androgen receptor agonist
progesterone,Androgen receptor inhibitor
progesterone,Androgen receptor antagonist
progesterone,Estrogen receptor beta agonist
phenylpropanolamine,Dopamine D1 receptor agonist
phenylpropanolamine,Beta-1 adrenergic receptor partial agonist
phenylpropanolamine,Beta-1 adrenergic receptor agonist
phenylpropanolamine,Beta-2 adrenergic receptor partial agonist
phenylpropanolamine,Beta-2 adrenergic receptor agonist
phenylpropanolamine,Alpha-2 adrenergic receptors agonist
sorafenib,Vascular endothelial growth factor receptor 2 inhibitor
sorafenib,Platelet-derived growth factor receptor beta inhibitor
sorafenib,Mast/stem cell growth factor receptor Kit inhibitor
nisoldipine,Voltage-dependent L-type calcium channel subunit alpha-1C inhibitor
nisoldipine,Voltage-dependent calcium channel subunit alpha-2/delta-1 inhibitor
nisoldipine,Voltage-dependent L-type calcium channel subunit beta-2 inhibitor
nisoldipine,Voltage-dependent L-type calcium channel subunit alpha-1D inhibitor
nisoldipine,Voltage-dependent L-type calcium channel subunit alpha-1S inhibitor
alprazolam,GABA(A) Receptor ligand
alprazolam,GABA(A) Receptor Benzodiazepine Binding Site ligand
loxapine,Dopamine D2 receptor antagonist
loxapine,Dopamine D2 receptor binder
loxapine,Dopamine D1 receptor antagonist
loxapine,5-hydroxytryptamine receptor 2A antagonist
loxapine,5-hydroxytryptamine receptor 2A binder
loxapine,5-hydroxytryptamine receptor 2C antagonist
loxapine,5-hydroxytryptamine receptor 2C binder
loxapine,5-hydroxytryptamine receptor 1A antagonist
loxapine,5-hydroxytryptamine receptor 1A binder
loxapine,5-hydroxytryptamine receptor 1B antagonist
loxapine,5-hydroxytryptamine receptor 1D antagonist
loxapine,5-hydroxytryptamine receptor 1E antagonist
loxapine,5-hydroxytryptamine receptor 3A antagonist
loxapine,5-hydroxytryptamine receptor 3A binder
loxapine,5-hydroxytryptamine receptor 6 antagonist
loxapine,5-hydroxytryptamine receptor 6 binder
loxapine,5-hydroxytryptamine receptor 7 antagonist
loxapine,5-hydroxytryptamine receptor 7 binder
loxapine,Alpha-1A adrenergic receptor antagonist
loxapine,Alpha-1A adrenergic receptor binder
loxapine,Alpha-1B adrenergic receptor antagonist
loxapine,Alpha-1B adrenergic receptor binder
loxapine,Alpha-2A adrenergic receptor antagonist
loxapine,Alpha-2A adrenergic receptor binder
loxapine,Alpha-2B adrenergic receptor antagonist
loxapine,Alpha-2B adrenergic receptor binder
loxapine,Alpha-2C adrenergic receptor antagonist
loxapine,Beta-1 adrenergic receptor antagonist
loxapine,Muscarinic acetylcholine receptor M1 antagonist
loxapine,Muscarinic acetylcholine receptor M1 binder
loxapine,Muscarinic acetylcholine receptor M2 antagonist
loxapine,Muscarinic acetylcholine receptor M3 antagonist
loxapine,Muscarinic acetylcholine receptor M3 binder
loxapine,Muscarinic acetylcholine receptor M4 antagonist
loxapine,Muscarinic acetylcholine receptor M5 antagonist
loxapine,D(1) dopamine receptor antagonist
loxapine,D(1) dopamine receptor binder
loxapine,Dopamine D3 receptor antagonist
loxapine,Dopamine D3 receptor binder
loxapine,Dopamine D4 receptor antagonist
loxapine,Dopamine D5 receptor antagonist
loxapine,Histamine H1 receptor antagonist
loxapine,Histamine H1 receptor binder
loxapine,Histamine H2 receptor antagonist
loxapine,Histamine H4 receptor antagonist
loxapine,Histamine H4 receptor binder
loxapine,Sodium-dependent serotonin transporter antagonist
loxapine,Sodium-dependent serotonin transporter binder
loxapine,Sodium-dependent noradrenaline transporter antagonist
loxapine,Sodium-dependent noradrenaline transporter binder
loxapine,Sodium-dependent dopamine transporter antagonist
loxapine,Sodium-dependent dopamine transporter binder
rosiglitazone,Peroxisome proliferator-activated receptor gamma agonist
rosiglitazone,Peroxisome proliferator-activated receptor gamma inhibitor
rosiglitazone,Peroxisome proliferator-activated receptor alpha agonist
rosiglitazone,Peroxisome proliferator-activated receptor alpha inhibitor
pramipexole,Dopamine D3 receptor agonist
pramipexole,Dopamine D2 receptor agonist
pramipexole,Dopamine D4 receptor agonist
pramipexole,5-hydroxytryptamine receptor 1A agonist
pramipexole,Alpha-2A adrenergic receptor agonist
secobarbital,Gamma-aminobutyric acid receptor subunit alpha-1 potentiator
secobarbital,Gamma-aminobutyric acid receptor subunit alpha-1 antagonist
secobarbital,Neuronal acetylcholine receptor subunit alpha-4 antagonist
secobarbital,Neuronal acetylcholine receptor subunit alpha-7 antagonist
methylphenidate,Sodium-dependent dopamine transporter inhibitor
methylphenidate,Sodium-dependent noradrenaline transporter inhibitor
methylphenidate,5-hydroxytryptamine receptor 1A inhibitor
methocarbamol,Carbonic anhydrase 1 inhibitor
zolpidem,Gamma-aminobutyric acid receptor subunit alpha-1 agonist
famciclovir,DNA polymerase catalytic subunit inhibitor
prochlorperazine,Dopamine D2 receptor antagonist
prochlorperazine,Histamine H1 receptor antagonist
prochlorperazine,Alpha-1 adrenergic receptors antagonist
prochlorperazine,Alpha-2 adrenergic receptors antagonist
cyproheptadine,Histamine H1 receptor antagonist
cyproheptadine,Histamine H2 receptor antagonist
cyproheptadine,5-hydroxytryptamine receptor 2A antagonist
cyproheptadine,5-hydroxytryptamine receptor 2B antagonist
cyproheptadine,5-hydroxytryptamine receptor 2C antagonist
cyproheptadine,Muscarinic acetylcholine receptor M1 antagonist
cyproheptadine,Muscarinic acetylcholine receptor M2 antagonist
cyproheptadine,Muscarinic acetylcholine receptor M3 antagonist
cyproheptadine,5-hydroxytryptamine receptor 7 antagonist
gemcitabine,DNA inhibitor
gemcitabine,Thymidylate synthase inhibitor
teniposide,DNA topoisomerase 2-alpha inhibitor
dipivefrin,Alpha-1A adrenergic receptor agonist
dipivefrin,Alpha-1A adrenergic receptor inhibitor
dipivefrin,Alpha-2A adrenergic receptor agonist
dipivefrin,Alpha-2A adrenergic receptor inhibitor
dipivefrin,Beta-2 adrenergic receptor agonist
dipivefrin,Beta-2 adrenergic receptor inhibitor
dipivefrin,Cholinesterase inhibitor
dipivefrin,Acetylcholinesterase inhibitor
droperidol,Dopamine D2 receptor antagonist
droperidol,Alpha-1A adrenergic receptor antagonist
meperidine,Kappa-type opioid receptor antagonist
meperidine,Kappa-type opioid receptor binder
meperidine,Kappa-type opioid receptor agonist
meperidine,Kappa-type opioid receptor inhibitor
meperidine,Muscarinic acetylcholine receptor antagonist
meperidine,Muscarinic acetylcholine receptor binder
meperidine,Muscarinic acetylcholine receptor inhibitor
meperidine,Mu-type opioid receptor antagonist
meperidine,Mu-type opioid receptor agonist
meperidine,Mu-type opioid receptor inhibitor
meperidine,Sodium-dependent dopamine transporter antagonist
meperidine,Sodium-dependent dopamine transporter binder
meperidine,Sodium-dependent dopamine transporter agonist
meperidine,Sodium-dependent dopamine transporter inhibitor
meperidine,Sodium-dependent noradrenaline transporter antagonist
meperidine,Sodium-dependent noradrenaline transporter binder
meperidine,Sodium-dependent noradrenaline transporter agonist
meperidine,Sodium-dependent noradrenaline transporter inhibitor
meperidine,Sodium-dependent serotonin transporter antagonist
meperidine,Sodium-dependent serotonin transporter binder
meperidine,Sodium-dependent serotonin transporter agonist
meperidine,Sodium-dependent serotonin transporter inhibitor
loratadine,Histamine H1 receptor antagonist
loratadine,Potassium voltage-gated channel subfamily H member 2 antagonist
prazosin,Alpha-1A adrenergic receptor antagonist
prazosin,Alpha-1A adrenergic receptor inhibitor
prazosin,Alpha-1A adrenergic receptor binder
prazosin,Alpha-1B adrenergic receptor antagonist
prazosin,Alpha-1B adrenergic receptor inhibitor
prazosin,Alpha-1B adrenergic receptor binder
prazosin,Alpha-1D adrenergic receptor antagonist
prazosin,Alpha-1D adrenergic receptor inhibitor
prazosin,Alpha-1D adrenergic receptor binder
prazosin,Potassium voltage-gated channel subfamily H member 2 antagonist
prazosin,Potassium voltage-gated channel subfamily H member 2 inhibitor
prazosin,Potassium voltage-gated channel subfamily H member 2 binder
prazosin,Alpha-2A adrenergic receptor antagonist
prazosin,Alpha-2A adrenergic receptor inhibitor
prazosin,Alpha-2A adrenergic receptor binder
prazosin,Alpha-2B adrenergic receptor antagonist
prazosin,Alpha-2B adrenergic receptor inhibitor
prazosin,Alpha-2B adrenergic receptor binder
prazosin,Alpha-1 adrenergic receptors antagonist
prazosin,Alpha-1 adrenergic receptors inhibitor
prazosin,Alpha-1 adrenergic receptors binder
imipramine,Sodium-dependent noradrenaline transporter inhibitor
imipramine,Sodium-dependent noradrenaline transporter antagonist
imipramine,Sodium-dependent noradrenaline transporter binder
imipramine,5-hydroxytryptamine receptor 2A inhibitor
imipramine,5-hydroxytryptamine receptor 2A antagonist
imipramine,5-hydroxytryptamine receptor 2A binder
imipramine,Sodium-dependent serotonin transporter inhibitor
imipramine,Sodium-dependent serotonin transporter antagonist
imipramine,Sodium-dependent serotonin transporter binder
imipramine,Histamine H1 receptor inhibitor
imipramine,Histamine H1 receptor antagonist
imipramine,Histamine H1 receptor binder
imipramine,Alpha-1A adrenergic receptor inhibitor
imipramine,Alpha-1A adrenergic receptor antagonist
imipramine,Alpha-1A adrenergic receptor binder
imipramine,Alpha-1D adrenergic receptor inhibitor
imipramine,Alpha-1D adrenergic receptor antagonist
imipramine,Alpha-1D adrenergic receptor binder
imipramine,Muscarinic acetylcholine receptor M1 inhibitor
imipramine,Muscarinic acetylcholine receptor M1 antagonist
imipramine,Muscarinic acetylcholine receptor M1 binder
imipramine,Muscarinic acetylcholine receptor M2 inhibitor
imipramine,Muscarinic acetylcholine receptor M2 antagonist
imipramine,Muscarinic acetylcholine receptor M3 inhibitor
imipramine,Muscarinic acetylcholine receptor M3 antagonist
imipramine,Muscarinic acetylcholine receptor M3 binder
imipramine,Muscarinic acetylcholine receptor M4 inhibitor
imipramine,Muscarinic acetylcholine receptor M4 antagonist
imipramine,Muscarinic acetylcholine receptor M5 inhibitor
imipramine,Muscarinic acetylcholine receptor M5 antagonist
imipramine,5-hydroxytryptamine receptor 2C inhibitor
imipramine,5-hydroxytryptamine receptor 2C antagonist
imipramine,5-hydroxytryptamine receptor 2C binder
imipramine,Alpha-1B adrenergic receptor inhibitor
imipramine,Alpha-1B adrenergic receptor antagonist
imipramine,Alpha-1B adrenergic receptor binder
imipramine,5-hydroxytryptamine receptor 7 inhibitor
imipramine,5-hydroxytryptamine receptor 7 antagonist
imipramine,5-hydroxytryptamine receptor 7 binder
imipramine,D(1) dopamine receptor inhibitor
imipramine,D(1) dopamine receptor antagonist
imipramine,D(1) dopamine receptor binder
imipramine,Dopamine D2 receptor inhibitor
imipramine,Dopamine D2 receptor antagonist
imipramine,Dopamine D2 receptor binder
imipramine,Potassium voltage-gated channel subfamily H member 2 inhibitor
imipramine,Potassium voltage-gated channel subfamily H member 2 antagonist
imipramine,Potassium voltage-gated channel subfamily H member 2 binder
imipramine,Sodium-dependent dopamine transporter inhibitor
imipramine,Sodium-dependent dopamine transporter antagonist
imipramine,Sodium-dependent dopamine transporter binder
imipramine,5-hydroxytryptamine receptor 1A inhibitor
imipramine,5-hydroxytryptamine receptor 1A antagonist
imipramine,5-hydroxytryptamine receptor 1A binder
imipramine,5-hydroxytryptamine receptor 6 inhibitor
imipramine,5-hydroxytryptamine receptor 6 antagonist
imipramine,5-hydroxytryptamine receptor 6 binder
nabumetone,Prostaglandin G/H synthase 2 inhibitor
nabumetone,Prostaglandin G/H synthase 1 inhibitor
ketorolac,Prostaglandin G/H synthase 2 inhibitor
ketorolac,Prostaglandin G/H synthase 1 inhibitor
tenoxicam,Prostaglandin G/H synthase 2 inhibitor
tenoxicam,Prostaglandin G/H synthase 1 inhibitor
fluoxetine,Sodium-dependent serotonin transporter inhibitor
fluoxetine,Sodium-dependent serotonin transporter antagonist
fluoxetine,5-hydroxytryptamine receptor 2C inhibitor
fluoxetine,5-hydroxytryptamine receptor 2C antagonist
fluoxetine,Neuronal acetylcholine receptor subunit alpha-2 antagonist
fluoxetine,Potassium voltage-gated channel subfamily H member 2 inhibitor
fluoxetine,Potassium voltage-gated channel subfamily H member 2 antagonist
methohexital,Gamma-aminobutyric acid receptor subunit alpha-1 antagonist
duloxetine,Sodium-dependent serotonin transporter inhibitor
duloxetine,Sodium-dependent noradrenaline transporter inhibitor
duloxetine,Sodium-dependent dopamine transporter inhibitor
chlorpromazine,Dopamine D2 receptor antagonist
chlorpromazine,Dopamine D2 receptor inhibitor
chlorpromazine,Dopamine D2 receptor binder
chlorpromazine,Dopamine D1 receptor antagonist
chlorpromazine,Dopamine D1 receptor inhibitor
chlorpromazine,5-hydroxytryptamine receptor 1A antagonist
chlorpromazine,5-hydroxytryptamine receptor 1A inhibitor
chlorpromazine,5-hydroxytryptamine receptor 1A binder
chlorpromazine,5-hydroxytryptamine receptor 2A antagonist
chlorpromazine,5-hydroxytryptamine receptor 2A inhibitor
chlorpromazine,5-hydroxytryptamine receptor 2A binder
chlorpromazine,Alpha-1A adrenergic receptor antagonist
chlorpromazine,Alpha-1A adrenergic receptor inhibitor
chlorpromazine,Alpha-1A adrenergic receptor binder
chlorpromazine,Alpha-1B adrenergic receptor antagonist
chlorpromazine,Alpha-1B adrenergic receptor inhibitor
chlorpromazine,Alpha-1B adrenergic receptor binder
chlorpromazine,Histamine H1 receptor antagonist
chlorpromazine,Histamine H1 receptor inhibitor
chlorpromazine,Histamine H1 receptor binder
chlorpromazine,Potassium voltage-gated channel subfamily H member 2 antagonist
chlorpromazine,Potassium voltage-gated channel subfamily H member 2 inhibitor
chlorpromazine,Potassium voltage-gated channel subfamily H member 2 binder
chlorpromazine,D(1) dopamine receptor antagonist
chlorpromazine,D(1) dopamine receptor inhibitor
chlorpromazine,D(1) dopamine receptor binder
chlorpromazine,Dopamine D3 receptor antagonist
chlorpromazine,Dopamine D3 receptor inhibitor
chlorpromazine,Dopamine D3 receptor binder
chlorpromazine,Dopamine D4 receptor antagonist
chlorpromazine,Dopamine D5 receptor antagonist
chlorpromazine,5-hydroxytryptamine receptor 2C antagonist
chlorpromazine,5-hydroxytryptamine receptor 2C inhibitor
chlorpromazine,5-hydroxytryptamine receptor 2C binder
chlorpromazine,Alpha-1 adrenergic receptors antagonist
chlorpromazine,Alpha-1 adrenergic receptors inhibitor
chlorpromazine,Alpha-1 adrenergic receptors binder
chlorpromazine,Alpha-2 adrenergic receptors antagonist
chlorpromazine,Alpha-2 adrenergic receptors inhibitor
chlorpromazine,Alpha-2 adrenergic receptors binder
chlorpromazine,Muscarinic acetylcholine receptor M1 antagonist
chlorpromazine,Muscarinic acetylcholine receptor M1 inhibitor
chlorpromazine,Muscarinic acetylcholine receptor M1 binder
chlorpromazine,Muscarinic acetylcholine receptor M3 antagonist
chlorpromazine,Muscarinic acetylcholine receptor M3 inhibitor
chlorpromazine,Muscarinic acetylcholine receptor M3 binder
chlorpromazine,Calmodulin antagonist
chlorpromazine,Calmodulin inhibitor
chlorpromazine,5-hydroxytryptamine receptor 6 antagonist
chlorpromazine,5-hydroxytryptamine receptor 6 inhibitor
chlorpromazine,5-hydroxytryptamine receptor 6 binder
chlorpromazine,5-hydroxytryptamine receptor 7 antagonist
chlorpromazine,5-hydroxytryptamine receptor 7 inhibitor
chlorpromazine,5-hydroxytryptamine receptor 7 binder
chlorpromazine,Histamine H4 receptor antagonist
chlorpromazine,Histamine H4 receptor binder
lenalidomide,Prostaglandin G/H synthase 2 inhibitor
raloxifene,Estrogen receptor alpha agonist
raloxifene,Estrogen receptor beta agonist
celecoxib,Prostaglandin G/H synthase 2 inhibitor
celecoxib,Carbonic anhydrase 2 inhibitor
celecoxib,Carbonic anhydrase 3 inhibitor
brimonidine,Alpha-2A adrenergic receptor agonist
brimonidine,Alpha-2B adrenergic receptor agonist
brimonidine,Alpha-2C adrenergic receptor agonist
sotalol,Potassium voltage-gated channel subfamily H member 2 inhibitor
sotalol,Potassium voltage-gated channel subfamily H member 2 antagonist
sotalol,Beta-1 adrenergic receptor inhibitor
sotalol,Beta-1 adrenergic receptor antagonist
sotalol,Beta-2 adrenergic receptor inhibitor
sotalol,Beta-2 adrenergic receptor antagonist
buspirone,5-hydroxytryptamine receptor 1A partial agonist
buspirone,5-hydroxytryptamine receptor 1A antagonist
buspirone,Dopamine D2 receptor antagonist
buspirone,Dopamine D3 receptor antagonist
buspirone,Dopamine D4 receptor antagonist
buspirone,Alpha-1 adrenergic receptors antagonist
fosinopril,Angiotensin-converting enzyme inhibitor
zidovudine,Reverse transcriptase/RNaseH inhibitor
darifenacin,Muscarinic acetylcholine receptor M3 antagonist
darifenacin,Muscarinic acetylcholine receptor M1 antagonist
darifenacin,Muscarinic acetylcholine receptor M2 antagonist
darifenacin,Muscarinic acetylcholine receptor M4 antagonist
darifenacin,Muscarinic acetylcholine receptor M5 antagonist
oxycodone,Mu-type opioid receptor agonist
oxycodone,Kappa-type opioid receptor agonist
oxycodone,Delta-type opioid receptor agonist
tolmetin,Prostaglandin G/H synthase 2 inhibitor
tolmetin,Prostaglandin G/H synthase 1 inhibitor
cimetidine,Histamine H2 receptor antagonist
haloperidol,Dopamine D2 receptor antagonist
haloperidol,Dopamine D2 receptor other/unknown
haloperidol,Dopamine D1 receptor antagonist
haloperidol,5-hydroxytryptamine receptor 2A antagonist
haloperidol,5-hydroxytryptamine receptor 2A other/unknown
haloperidol,Dopamine D3 receptor antagonist
haloperidol,5-hydroxytryptamine receptor 2C antagonist
haloperidol,Histamine H1 receptor antagonist
haloperidol,Muscarinic acetylcholine receptor M3 antagonist
haloperidol,Alpha-1A adrenergic receptor antagonist
haloperidol,Alpha-2A adrenergic receptor antagonist
haloperidol,Alpha-2B adrenergic receptor antagonist
haloperidol,Alpha-2C adrenergic receptor antagonist
haloperidol,5-hydroxytryptamine receptor 1A antagonist
haloperidol,5-hydroxytryptamine receptor 1A other/unknown
haloperidol,5-hydroxytryptamine receptor 6 antagonist
haloperidol,5-hydroxytryptamine receptor 7 antagonist
ritonavir,Human immunodeficiency virus type 1 protease inhibitor
ritonavir,Nuclear receptor subfamily 1 group I member 2 inhibitor
trandolapril,Angiotensin-converting enzyme inhibitor
carteolol,Beta-2 adrenergic receptor antagonist
carteolol,Beta-2 adrenergic receptor partial agonist
carteolol,Beta-1 adrenergic receptor antagonist
carteolol,Beta-1 adrenergic receptor partial agonist
foscarnet,DNA polymerase catalytic subunit inhibitor
foscarnet,DNA polymerase catalytic subunit inhibitor
erlotinib,Nuclear receptor subfamily 1 group I member 2 agonist
rofecoxib,Prostaglandin G/H synthase 2 inhibitor
ciprofloxacin,DNA topoisomerase 4 subunit A inhibitor
ciprofloxacin,DNA gyrase subunit A inhibitor
ciprofloxacin,DNA topoisomerase 2-alpha inhibitor
ciprofloxacin,Potassium voltage-gated channel subfamily H member 2 inhibitor
ciprofloxacin,DNA gyrase subunit A inhibitor
ciprofloxacin,DNA topoisomerase 4 subunit A inhibitor
ciprofloxacin,DNA gyrase subunit A inhibitor
ciprofloxacin,DNA gyrase subunit A inhibitor
nortriptyline,Sodium-dependent noradrenaline transporter inhibitor
nortriptyline,Sodium-dependent noradrenaline transporter antagonist
nortriptyline,Sodium-dependent noradrenaline transporter binder
nortriptyline,Sodium-dependent serotonin transporter inhibitor
nortriptyline,Sodium-dependent serotonin transporter antagonist
nortriptyline,Sodium-dependent serotonin transporter binder
nortriptyline,5-hydroxytryptamine receptor 2A inhibitor
nortriptyline,5-hydroxytryptamine receptor 2A antagonist
nortriptyline,5-hydroxytryptamine receptor 2A binder
nortriptyline,5-hydroxytryptamine receptor 1A inhibitor
nortriptyline,5-hydroxytryptamine receptor 1A antagonist
nortriptyline,5-hydroxytryptamine receptor 1A binder
nortriptyline,Histamine H1 receptor inhibitor
nortriptyline,Histamine H1 receptor antagonist
nortriptyline,Histamine H1 receptor binder
nortriptyline,Alpha-1A adrenergic receptor inhibitor
nortriptyline,Alpha-1A adrenergic receptor antagonist
nortriptyline,Alpha-1A adrenergic receptor binder
nortriptyline,Alpha-1D adrenergic receptor inhibitor
nortriptyline,Alpha-1D adrenergic receptor antagonist
nortriptyline,Alpha-1D adrenergic receptor binder
nortriptyline,5-hydroxytryptamine receptor 2C inhibitor
nortriptyline,5-hydroxytryptamine receptor 2C antagonist
nortriptyline,5-hydroxytryptamine receptor 2C binder
nortriptyline,Alpha-1B adrenergic receptor inhibitor
nortriptyline,Alpha-1B adrenergic receptor antagonist
nortriptyline,Alpha-1B adrenergic receptor binder
nortriptyline,Alpha-2 adrenergic receptors inhibitor
nortriptyline,Alpha-2 adrenergic receptors antagonist
nortriptyline,Alpha-2 adrenergic receptors binder
nortriptyline,Beta adrenergic receptor inhibitor
nortriptyline,Dopamine D2 receptor inhibitor
nortriptyline,Dopamine D2 receptor antagonist
nortriptyline,Dopamine D2 receptor binder
nortriptyline,Muscarinic acetylcholine receptor inhibitor
nortriptyline,Muscarinic acetylcholine receptor antagonist
nortriptyline,Muscarinic acetylcholine receptor binder
benazepril,Angiotensin-converting enzyme inhibitor
amoxapine,Sodium-dependent noradrenaline transporter inhibitor
amoxapine,Sodium-dependent noradrenaline transporter antagonist
amoxapine,Sodium-dependent noradrenaline transporter binder
amoxapine,Sodium-dependent serotonin transporter inhibitor
amoxapine,Sodium-dependent serotonin transporter antagonist
amoxapine,Sodium-dependent serotonin transporter binder
amoxapine,Dopamine D2 receptor inhibitor
amoxapine,Dopamine D2 receptor antagonist
amoxapine,Dopamine D2 receptor binder
amoxapine,Dopamine D1 receptor inhibitor
amoxapine,Dopamine D1 receptor antagonist
amoxapine,Alpha-2A adrenergic receptor inhibitor
amoxapine,Alpha-2A adrenergic receptor antagonist
amoxapine,Alpha-2A adrenergic receptor binder
amoxapine,Alpha-1A adrenergic receptor inhibitor
amoxapine,Alpha-1A adrenergic receptor antagonist
amoxapine,Alpha-1A adrenergic receptor binder
amoxapine,Muscarinic acetylcholine receptor M1 inhibitor
amoxapine,Muscarinic acetylcholine receptor M1 antagonist
amoxapine,Muscarinic acetylcholine receptor M1 binder
amoxapine,Gamma-aminobutyric acid receptor subunit alpha-1 antagonist
amoxapine,5-hydroxytryptamine receptor 2A inhibitor
amoxapine,5-hydroxytryptamine receptor 2A antagonist
amoxapine,5-hydroxytryptamine receptor 2A binder
amoxapine,5-hydroxytryptamine receptor 2C inhibitor
amoxapine,5-hydroxytryptamine receptor 2C antagonist
amoxapine,5-hydroxytryptamine receptor 2C binder
amoxapine,5-hydroxytryptamine receptor 6 inhibitor
amoxapine,5-hydroxytryptamine receptor 6 antagonist
amoxapine,5-hydroxytryptamine receptor 6 binder
amoxapine,5-hydroxytryptamine receptor 7 inhibitor
amoxapine,5-hydroxytryptamine receptor 7 antagonist
amoxapine,5-hydroxytryptamine receptor 7 binder
amoxapine,Dopamine D3 receptor inhibitor
amoxapine,Dopamine D3 receptor antagonist
amoxapine,Dopamine D3 receptor binder
amoxapine,Dopamine D4 receptor antagonist
amoxapine,Histamine H1 receptor inhibitor
amoxapine,Histamine H1 receptor antagonist
amoxapine,Histamine H1 receptor binder
amoxapine,Alpha-1 adrenergic receptors inhibitor
amoxapine,Alpha-1 adrenergic receptors antagonist
amoxapine,Alpha-1 adrenergic receptors binder
amoxapine,Muscarinic acetylcholine receptor inhibitor
amoxapine,Muscarinic acetylcholine receptor antagonist
amoxapine,Muscarinic acetylcholine receptor binder
amoxapine,5-hydroxytryptamine receptor 2B inhibitor
amoxapine,5-hydroxytryptamine receptor 2B antagonist
amoxapine,5-hydroxytryptamine receptor 2B binder
amoxapine,5-hydroxytryptamine receptor 3A inhibitor
amoxapine,5-hydroxytryptamine receptor 3A antagonist
amoxapine,5-hydroxytryptamine receptor 3A binder
amoxapine,5-hydroxytryptamine receptor 1A inhibitor
amoxapine,5-hydroxytryptamine receptor 1A antagonist
amoxapine,5-hydroxytryptamine receptor 1A binder
amoxapine,5-hydroxytryptamine receptor 1B antagonist
amoxapine,Alpha-2 adrenergic receptors inhibitor
amoxapine,Alpha-2 adrenergic receptors antagonist
amoxapine,Alpha-2 adrenergic receptors binder
amoxapine,Histamine H4 receptor antagonist
amoxapine,Histamine H4 receptor binder
amoxapine,GABA(A) Receptor inhibitor
amoxapine,GABA(A) Receptor antagonist
amoxapine,Sodium-dependent dopamine transporter inhibitor
amoxapine,Sodium-dependent dopamine transporter antagonist
amoxapine,Sodium-dependent dopamine transporter binder
pyridostigmine,Acetylcholinesterase inhibitor
pyridostigmine,Cholinesterase inhibitor
piroxicam,Prostaglandin G/H synthase 2 inhibitor
piroxicam,Prostaglandin G/H synthase 1 inhibitor
lamotrigine,Adenosine receptor A1 inhibitor
lamotrigine,Adenosine receptor A1 antagonist
lamotrigine,Alpha-1A adrenergic receptor inhibitor
lamotrigine,Alpha-1A adrenergic receptor agonist
lamotrigine,Alpha-1A adrenergic receptor antagonist
lamotrigine,Alpha-2A adrenergic receptor inhibitor
lamotrigine,Alpha-2A adrenergic receptor agonist
lamotrigine,Alpha-2A adrenergic receptor antagonist
lamotrigine,Beta-1 adrenergic receptor inhibitor
lamotrigine,Beta-1 adrenergic receptor agonist
lamotrigine,Beta-1 adrenergic receptor antagonist
lamotrigine,D(1) dopamine receptor inhibitor
lamotrigine,D(1) dopamine receptor agonist
lamotrigine,D(1) dopamine receptor antagonist
lamotrigine,Dopamine D2 receptor inhibitor
lamotrigine,Dopamine D2 receptor agonist
lamotrigine,Dopamine D2 receptor antagonist
lamotrigine,GABA(A) Receptor inhibitor
lamotrigine,GABA(A) Receptor agonist
lamotrigine,GABA(A) Receptor antagonist
lamotrigine,Histamine H1 receptor inhibitor
lamotrigine,Histamine H1 receptor agonist
lamotrigine,Histamine H1 receptor antagonist
lamotrigine,Kappa-type opioid receptor inhibitor
lamotrigine,Kappa-type opioid receptor agonist
lamotrigine,Kappa-type opioid receptor antagonist
lamotrigine,5-hydroxytryptamine receptor 2A inhibitor
lamotrigine,5-hydroxytryptamine receptor 2A agonist
lamotrigine,5-hydroxytryptamine receptor 2A antagonist
lamotrigine,5-hydroxytryptamine receptor 3A inhibitor
lamotrigine,5-hydroxytryptamine receptor 3A agonist
lamotrigine,5-hydroxytryptamine receptor 3A antagonist
methotrexate,Thymidylate synthase inhibitor
carbamazepine,Neuronal acetylcholine receptor subunit alpha-4 inhibitor
carbamazepine,Nuclear receptor subfamily 1 group I member 2 inhibitor
cisatracurium,Neuronal acetylcholine receptor subunit alpha-2 antagonist
propranolol,Beta-1 adrenergic receptor antagonist
propranolol,Beta-2 adrenergic receptor antagonist
propranolol,Beta-3 adrenergic receptor antagonist
propranolol,5-hydroxytryptamine receptor 1A antagonist
propranolol,5-hydroxytryptamine receptor 1A other/unknown
propranolol,5-hydroxytryptamine receptor 1B antagonist
atropine,Muscarinic acetylcholine receptor M1 antagonist
atropine,Muscarinic acetylcholine receptor M2 antagonist
atropine,Muscarinic acetylcholine receptor M3 antagonist
atropine,Muscarinic acetylcholine receptor M4 antagonist
atropine,Muscarinic acetylcholine receptor M5 antagonist
atropine,Neuronal acetylcholine receptor subunit alpha-4 antagonist
fenoprofen,Prostaglandin G/H synthase 2 inhibitor
