drug_name,target
verapamil,phentolamine
chlorpromazine,dronedarone
nortriptyline,carvedilol
olanzapine,phentolamine
phenoxybenzamine,aripiprazole
tamsulosin,trimipramine
verapamil,paliperidone
clozapine,prazosin
olanzapine,paliperidone
doxazosin,risperidone
cabergoline,carvedilol
olanzapine,loxapine
doxepin,bromocriptine
clozapine,aripiprazole
terazosin,paliperidone
nortriptyline,phenoxybenzamine
verapamil,fenoldopam
thioridazine,trimipramine
amitriptyline,prazosin
olanzapine,fenoldopam
epinephrine,thioridazine
chlorpromazine,paliperidone
cabergoline,phenoxybenzamine
verapamil,epinephrine
olanzapine,epinephrine
ziprasidone,silodosin
nicardipine,dronedarone
amitriptyline,aripiprazole
tamsulosin,bromocriptine
nortriptyline,aripiprazole
doxepin,nefazodone
fenoldopam,carvedilol
ziprasidone,thioridazine
nortriptyline,risperidone
ziprasidone,nicardipine
prazosin,trimipramine
bromocriptine,dronedarone
chlorpromazine,fenoldopam
phenoxybenzamine,bromocriptine
carvedilol,doxepin
doxazosin,bromocriptine
verapamil,carvedilol
nortriptyline,doxazosin
cabergoline,olanzapine
cabergoline,nortriptyline
olanzapine,carvedilol
tamsulosin,doxepin
cabergoline,risperidone
chlorpromazine,epinephrine
cabergoline,trimipramine
cabergoline,doxazosin
tamsulosin,quinidine
doxazosin,doxepin
loxapine,chlorpromazine
carvedilol,nefazodone
trimipramine,carvedilol
fenoldopam,phenoxybenzamine
quinidine,doxepin
nicardipine,paliperidone
tamsulosin,nefazodone
prazosin,verapamil
verapamil,phenoxybenzamine
risperidone,dronedarone
doxazosin,quinidine
thioridazine,doxepin
olanzapine,phenoxybenzamine
epinephrine,trimipramine
chlorpromazine,carvedilol
bromocriptine,paliperidone
paliperidone,dronedarone
alfuzosin,chlorpromazine
olanzapine,prazosin
doxazosin,nefazodone
loxapine,dronedarone
clozapine,dronedarone
ziprasidone,alfuzosin
thioridazine,quinidine
trimipramine,phenoxybenzamine
nicardipine,fenoldopam
imipramine,chlorpromazine
nortriptyline,bromocriptine
thioridazine,nefazodone
verapamil,aripiprazole
olanzapine,aripiprazole
verapamil,risperidone
cabergoline,bromocriptine
nicardipine,epinephrine
prazosin,doxepin
doxepin,silodosin
loxapine,imipramine
amitriptyline,loxapine
norepinephrine,nortriptyline
loxapine,chlorpromazine
amitriptyline,doxepin
norepinephrine,chlorpromazine
loxapine,trimipramine
nortriptyline,doxepin
cabergoline,norepinephrine
cabergoline,prazosin
norepinephrine,imipramine
imipramine,doxepin
cabergoline,amitriptyline
chlorpromazine,doxepin
cabergoline,loxapine
norepinephrine,trimipramine
prazosin,nortriptyline
cabergoline,doxepin
loxapine,prazosin
prazosin,imipramine
prazosin,chlorpromazine
amitriptyline,nortriptyline
norepinephrine,prazosin
loxapine,doxepin
prazosin,trimipramine
amitriptyline,chlorpromazine
chlorpromazine,nortriptyline
amitriptyline,imipramine
imipramine,nortriptyline
norepinephrine,loxapine
norepinephrine,doxepin
imipramine,chlorpromazine
amitriptyline,trimipramine
cabergoline,nortriptyline
nortriptyline,trimipramine
imipramine,trimipramine
cabergoline,chlorpromazine
chlorpromazine,trimipramine
cabergoline,imipramine
trimipramine,doxepin
cabergoline,trimipramine
amitriptyline,norepinephrine
amitriptyline,prazosin
loxapine,nortriptyline
prazosin,doxepin
chlorpromazine,phenoxybenzamine
norepinephrine,fenoldopam
imipramine,phenoxybenzamine
phenoxybenzamine,doxepin
prazosin,carvedilol
olanzapine,chlorpromazine
amitriptyline,dronedarone
phenoxybenzamine,carvedilol
olanzapine,doxazosin
norepinephrine,imipramine
norepinephrine,terazosin
modafinil,phenoxybenzamine
doxazosin,carvedilol
prazosin,quinidine
norepinephrine,trimipramine
nicardipine,doxepin
fenoldopam,dronedarone
nortriptyline,verapamil
olanzapine,nortriptyline
amitriptyline,fenoldopam
prazosin,nefazodone
modafinil,dronedarone
chlorpromazine,thioridazine
nortriptyline,modafinil
chlorpromazine,nicardipine
imipramine,nicardipine
olanzapine,norepinephrine
nortriptyline,fenoldopam
nicardipine,carvedilol
phenoxybenzamine,nefazodone
verapamil,dronedarone
carvedilol,dronedarone
chlorpromazine,nortriptyline
amitriptyline,imipramine
amitriptyline,terazosin
olanzapine,dronedarone
imipramine,nortriptyline
nicardipine,quinidine
nicardipine,modafinil
prazosin,phenoxybenzamine
amitriptyline,trimipramine
nicardipine,nefazodone
imipramine,trimipramine
chlorpromazine,doxazosin
doxazosin,phenoxybenzamine
fenoldopam,terazosin
modafinil,terazosin
norepinephrine,quinidine
trimipramine,dronedarone
norepinephrine,verapamil
norepinephrine,modafinil
nefazodone,dronedarone
terazosin,dronedarone
verapamil,terazosin
doxepin,dronedarone
carvedilol,terazosin
norepinephrine,nefazodone
olanzapine,imipramine
olanzapine,terazosin
thioridazine,phenoxybenzamine
verapamil,trimipramine
quinidine,dronedarone
nortriptyline,doxepin
prazosin,thioridazine
prazosin,nicardipine
olanzapine,trimipramine
trimipramine,fenoldopam
chlorpromazine,dronedarone
imipramine,dronedarone
nortriptyline,carvedilol
doxazosin,thioridazine
doxazosin,nicardipine
prazosin,nortriptyline
fenoldopam,doxepin
thioridazine,dronedarone
amitriptyline,quinidine
amitriptyline,verapamil
amitriptyline,modafinil
nortriptyline,quinidine
trimipramine,terazosin
imipramine,verapamil
prazosin,chlorpromazine
amitriptyline,nefazodone
norepinephrine,prazosin
prazosin,doxazosin
nicardipine,thioridazine
imipramine,fenoldopam
nefazodone,terazosin
doxepin,terazosin
fenoldopam,quinidine
nortriptyline,nefazodone
quinidine,terazosin
norepinephrine,doxepin
chlorpromazine,terazosin
modafinil,fenoldopam
imipramine,terazosin
fenoldopam,nefazodone
norepinephrine,carvedilol
chlorpromazine,trimipramine
verapamil,modafinil
thioridazine,terazosin
olanzapine,verapamil
nortriptyline,phenoxybenzamine
verapamil,fenoldopam
trimipramine,doxepin
olanzapine,modafinil
thioridazine,trimipramine
amitriptyline,prazosin
olanzapine,fenoldopam
prazosin,dronedarone
phenoxybenzamine,dronedarone
doxazosin,dronedarone
amitriptyline,doxepin
nicardipine,phenoxybenzamine
norepinephrine,chlorpromazine
trimipramine,quinidine
imipramine,doxepin
trimipramine,modafinil
amitriptyline,carvedilol
trimipramine,nefazodone
nortriptyline,thioridazine
nicardipine,dronedarone
nortriptyline,nicardipine
doxazosin,fenoldopam
modafinil,doxepin
norepinephrine,phenoxybenzamine
prazosin,imipramine
prazosin,terazosin
doxepin,nefazodone
imipramine,quinidine
chlorpromazine,verapamil
fenoldopam,carvedilol
quinidine,nefazodone
verapamil,doxepin
chlorpromazine,modafinil
modafinil,carvedilol
prazosin,trimipramine
amitriptyline,chlorpromazine
imipramine,modafinil
phenoxybenzamine,terazosin
chlorpromazine,fenoldopam
doxazosin,terazosin
carvedilol,doxepin
olanzapine,doxepin
imipramine,nefazodone
verapamil,carvedilol
thioridazine,fenoldopam
modafinil,quinidine
doxazosin,trimipramine
nortriptyline,doxazosin
olanzapine,carvedilol
verapamil,quinidine
nicardipine,terazosin
amitriptyline,phenoxybenzamine
modafinil,nefazodone
olanzapine,quinidine
norepinephrine,thioridazine
norepinephrine,nicardipine
amitriptyline,norepinephrine
nicardipine,trimipramine
verapamil,nefazodone
doxazosin,doxepin
norepinephrine,nortriptyline
carvedilol,nefazodone
olanzapine,nefazodone
trimipramine,carvedilol
fenoldopam,phenoxybenzamine
quinidine,doxepin
nortriptyline,dronedarone
prazosin,verapamil
chlorpromazine,doxepin
quinidine,carvedilol
prazosin,modafinil
norepinephrine,doxazosin
verapamil,phenoxybenzamine
prazosin,fenoldopam
amitriptyline,thioridazine
doxazosin,quinidine
amitriptyline,nicardipine
thioridazine,doxepin
olanzapine,phenoxybenzamine
doxazosin,verapamil
chlorpromazine,carvedilol
imipramine,carvedilol
imipramine,thioridazine
doxazosin,modafinil
amitriptyline,olanzapine
amitriptyline,nortriptyline
thioridazine,carvedilol
olanzapine,prazosin
doxazosin,nefazodone
chlorpromazine,quinidine
nicardipine,verapamil
thioridazine,quinidine
nortriptyline,terazosin
trimipramine,phenoxybenzamine
nicardipine,fenoldopam
amitriptyline,doxazosin
norepinephrine,dronedarone
imipramine,chlorpromazine
chlorpromazine,nefazodone
thioridazine,modafinil
verapamil,thioridazine
nortriptyline,trimipramine
imipramine,doxazosin
thioridazine,nefazodone
olanzapine,thioridazine
olanzapine,nicardipine
quinidine,phenoxybenzamine
prazosin,doxepin
clonidine,ergotamine
norepinephrine,fenoldopam
cabergoline,epinephrine
norepinephrine,pergolide
midodrine,amitriptyline
midodrine,norepinephrine
midodrine,cabergoline
epinephrine,fenoldopam
epinephrine,pergolide
ergotamine,bromocriptine
amitriptyline,phenylephrine
phenylephrine,ergotamine
clonidine,fenoldopam
clonidine,pergolide
cabergoline,norepinephrine
midodrine,phenylephrine
epinephrine,ergotamine
cabergoline,amitriptyline
amitriptyline,ergotamine
norepinephrine,bromocriptine
norepinephrine,clonidine
norepinephrine,epinephrine
midodrine,ergotamine
phenylephrine,fenoldopam
phenylephrine,pergolide
epinephrine,bromocriptine
clonidine,bromocriptine
amitriptyline,fenoldopam
cabergoline,phenylephrine
amitriptyline,pergolide
clonidine,epinephrine
pergolide,bromocriptine
cabergoline,ergotamine
midodrine,fenoldopam
midodrine,pergolide
phenylephrine,bromocriptine
phenylephrine,clonidine
fenoldopam,pergolide
cabergoline,fenoldopam
cabergoline,pergolide
amitriptyline,bromocriptine
phenylephrine,epinephrine
amitriptyline,clonidine
midodrine,bromocriptine
amitriptyline,epinephrine
norepinephrine,phenylephrine
midodrine,epinephrine
norepinephrine,ergotamine
midodrine,clonidine
ergotamine,fenoldopam
ergotamine,pergolide
fenoldopam,bromocriptine
amitriptyline,norepinephrine
cabergoline,bromocriptine
cabergoline,clonidine
imipramine,phenoxybenzamine
quinidine,silodosin
phenoxybenzamine,doxepin
cabergoline,phentolamine
nicardipine,phentolamine
prazosin,carvedilol
phentolamine,dronedarone
amitriptyline,dronedarone
epinephrine,fenoldopam
imipramine,silodosin
verapamil,tamsulosin
phenoxybenzamine,carvedilol
doxazosin,carvedilol
prazosin,quinidine
cabergoline,doxepin
alfuzosin,nortriptyline
amitriptyline,alfuzosin
nicardipine,doxepin
fenoldopam,dronedarone
nortriptyline,verapamil
amitriptyline,fenoldopam
alfuzosin,imipramine
imipramine,nicardipine
nicardipine,carvedilol
nortriptyline,fenoldopam
alfuzosin,bromocriptine
epinephrine,phentolamine
verapamil,dronedarone
tamsulosin,phenoxybenzamine
carvedilol,dronedarone
cabergoline,quinidine
amitriptyline,imipramine
amitriptyline,terazosin
cabergoline,verapamil
alfuzosin,tamsulosin
imipramine,nortriptyline
nicardipine,quinidine
phentolamine,terazosin
phentolamine,bromocriptine
amitriptyline,bromocriptine
dronedarone,silodosin
prazosin,phenoxybenzamine
tamsulosin,silodosin
nortriptyline,epinephrine
imipramine,bromocriptine
epinephrine,doxepin
amitriptyline,phentolamine
doxazosin,phenoxybenzamine
prazosin,silodosin
fenoldopam,terazosin
imipramine,tamsulosin
epinephrine,carvedilol
fenoldopam,bromocriptine
phenoxybenzamine,silodosin
terazosin,silodosin
alfuzosin,dronedarone
cabergoline,epinephrine
doxazosin,silodosin
terazosin,dronedarone
verapamil,terazosin
epinephrine,quinidine
doxepin,dronedarone
carvedilol,terazosin
verapamil,bromocriptine
quinidine,dronedarone
nortriptyline,doxepin
carvedilol,bromocriptine
tamsulosin,carvedilol
prazosin,nicardipine
alfuzosin,verapamil
cabergoline,prazosin
verapamil,phentolamine
imipramine,dronedarone
alfuzosin,fenoldopam
nortriptyline,carvedilol
doxazosin,nicardipine
prazosin,nortriptyline
fenoldopam,doxepin
amitriptyline,quinidine
amitriptyline,verapamil
nortriptyline,quinidine
imipramine,verapamil
phentolamine,fenoldopam
bromocriptine,silodosin
alfuzosin,terazosin
cabergoline,carvedilol
epinephrine,phenoxybenzamine
prazosin,doxazosin
imipramine,fenoldopam
doxepin,terazosin
fenoldopam,quinidine
terazosin,bromocriptine
prazosin,tamsulosin
quinidine,terazosin
doxepin,bromocriptine
alfuzosin,phentolamine
quinidine,bromocriptine
doxazosin,tamsulosin
amitriptyline,epinephrine
imipramine,terazosin
tamsulosin,dronedarone
nortriptyline,phenoxybenzamine
verapamil,fenoldopam
alfuzosin,doxepin
amitriptyline,prazosin
imipramine,phentolamine
prazosin,dronedarone
nicardipine,tamsulosin
phenoxybenzamine,dronedarone
doxazosin,dronedarone
tamsulosin,fenoldopam
cabergoline,phenoxybenzamine
amitriptyline,doxepin
nicardipine,phenoxybenzamine
phentolamine,doxepin
verapamil,epinephrine
alfuzosin,quinidine
imipramine,doxepin
cabergoline,amitriptyline
phentolamine,carvedilol
amitriptyline,carvedilol
cabergoline,silodosin
nicardipine,silodosin
tamsulosin,terazosin
nicardipine,dronedarone
nortriptyline,nicardipine
tamsulosin,bromocriptine
doxazosin,fenoldopam
phentolamine,quinidine
epinephrine,tamsulosin
prazosin,imipramine
prazosin,terazosin
imipramine,quinidine
fenoldopam,carvedilol
prazosin,bromocriptine
verapamil,doxepin
phenoxybenzamine,terazosin
bromocriptine,dronedarone
cabergoline,nicardipine
doxazosin,terazosin
alfuzosin,epinephrine
phenoxybenzamine,bromocriptine
carvedilol,doxepin
prazosin,phentolamine
doxazosin,bromocriptine
verapamil,carvedilol
nortriptyline,doxazosin
cabergoline,nortriptyline
epinephrine,silodosin
tamsulosin,doxepin
nortriptyline,tamsulosin
doxazosin,phentolamine
epinephrine,dronedarone
alfuzosin,prazosin
verapamil,quinidine
nicardipine,terazosin
phentolamine,phenoxybenzamine
amitriptyline,phenoxybenzamine
imipramine,epinephrine
nicardipine,bromocriptine
cabergoline,doxazosin
cabergoline,tamsulosin
amitriptyline,silodosin
phentolamine,silodosin
tamsulosin,quinidine
doxazosin,doxepin
nortriptyline,silodosin
fenoldopam,phenoxybenzamine
alfuzosin,carvedilol
quinidine,doxepin
alfuzosin,nicardipine
nortriptyline,dronedarone
prazosin,verapamil
quinidine,carvedilol
fenoldopam,silodosin
verapamil,phenoxybenzamine
epinephrine,terazosin
prazosin,fenoldopam
doxazosin,quinidine
amitriptyline,nicardipine
epinephrine,bromocriptine
doxazosin,verapamil
cabergoline,dronedarone
imipramine,carvedilol
verapamil,silodosin
amitriptyline,nortriptyline
carvedilol,silodosin
alfuzosin,doxazosin
prazosin,epinephrine
nicardipine,verapamil
cabergoline,alfuzosin
nortriptyline,terazosin
cabergoline,fenoldopam
nicardipine,fenoldopam
amitriptyline,doxazosin
nortriptyline,bromocriptine
doxazosin,epinephrine
alfuzosin,phenoxybenzamine
phentolamine,tamsulosin
amitriptyline,tamsulosin
imipramine,doxazosin
nortriptyline,phentolamine
quinidine,phenoxybenzamine
cabergoline,imipramine
cabergoline,terazosin
alfuzosin,silodosin
cabergoline,bromocriptine
nicardipine,epinephrine
prazosin,doxepin
doxepin,silodosin
norepinephrine,nortriptyline
amitriptyline,doxepin
nortriptyline,doxepin
norepinephrine,imipramine
cabergoline,norepinephrine
cabergoline,prazosin
imipramine,doxepin
cabergoline,amitriptyline
prazosin,nortriptyline
cabergoline,doxepin
prazosin,imipramine
amitriptyline,nortriptyline
norepinephrine,prazosin
amitriptyline,imipramine
imipramine,nortriptyline
norepinephrine,doxepin
cabergoline,nortriptyline
cabergoline,imipramine
amitriptyline,norepinephrine
amitriptyline,prazosin
prazosin,doxepin
norepinephrine,fenoldopam
imipramine,phenoxybenzamine
phenoxybenzamine,doxepin
prazosin,carvedilol
amitriptyline,dronedarone
phenoxybenzamine,carvedilol
norepinephrine,imipramine
norepinephrine,terazosin
doxazosin,carvedilol
prazosin,quinidine
nicardipine,doxepin
fenoldopam,dronedarone
nortriptyline,verapamil
amitriptyline,fenoldopam
imipramine,nicardipine
nicardipine,carvedilol
nortriptyline,fenoldopam
verapamil,dronedarone
carvedilol,dronedarone
amitriptyline,imipramine
amitriptyline,terazosin
imipramine,nortriptyline
nicardipine,quinidine
prazosin,phenoxybenzamine
doxazosin,phenoxybenzamine
fenoldopam,terazosin
norepinephrine,quinidine
norepinephrine,verapamil
terazosin,dronedarone
verapamil,terazosin
doxepin,dronedarone
carvedilol,terazosin
quinidine,dronedarone
nortriptyline,doxepin
prazosin,nicardipine
imipramine,dronedarone
nortriptyline,carvedilol
doxazosin,nicardipine
prazosin,nortriptyline
fenoldopam,doxepin
amitriptyline,quinidine
amitriptyline,verapamil
nortriptyline,quinidine
imipramine,verapamil
norepinephrine,prazosin
prazosin,doxazosin
imipramine,fenoldopam
doxepin,terazosin
fenoldopam,quinidine
quinidine,terazosin
norepinephrine,doxepin
imipramine,terazosin
norepinephrine,carvedilol
nortriptyline,phenoxybenzamine
verapamil,fenoldopam
amitriptyline,prazosin
prazosin,dronedarone
phenoxybenzamine,dronedarone
doxazosin,dronedarone
amitriptyline,doxepin
nicardipine,phenoxybenzamine
imipramine,doxepin
amitriptyline,carvedilol
nicardipine,dronedarone
nortriptyline,nicardipine
doxazosin,fenoldopam
norepinephrine,phenoxybenzamine
prazosin,imipramine
prazosin,terazosin
imipramine,quinidine
fenoldopam,carvedilol
verapamil,doxepin
phenoxybenzamine,terazosin
carvedilol,doxepin
doxazosin,terazosin
verapamil,carvedilol
nortriptyline,doxazosin
verapamil,quinidine
nicardipine,terazosin
amitriptyline,phenoxybenzamine
norepinephrine,nicardipine
amitriptyline,norepinephrine
doxazosin,doxepin
norepinephrine,nortriptyline
fenoldopam,phenoxybenzamine
quinidine,doxepin
nortriptyline,dronedarone
prazosin,verapamil
quinidine,carvedilol
norepinephrine,doxazosin
verapamil,phenoxybenzamine
prazosin,fenoldopam
doxazosin,quinidine
amitriptyline,nicardipine
doxazosin,verapamil
imipramine,carvedilol
amitriptyline,nortriptyline
nicardipine,verapamil
nortriptyline,terazosin
nicardipine,fenoldopam
amitriptyline,doxazosin
norepinephrine,dronedarone
imipramine,doxazosin
quinidine,phenoxybenzamine
prazosin,doxepin
phenylpropanolamine,paroxetine
paroxetine,pergolide
tramadol,paroxetine
dihydroergotamine,tizanidine
dihydroergotamine,phenylpropanolamine
dihydroergotamine,pergolide
phenylpropanolamine,tizanidine
tizanidine,pergolide
tramadol,pergolide
dihydroergotamine,paroxetine
tramadol,dihydroergotamine
phenylpropanolamine,pergolide
tizanidine,paroxetine
tramadol,tizanidine
tramadol,phenylpropanolamine
prochlorperazine,nortriptyline
tramadol,chlorpromazine
chlorpromazine,desipramine
amoxapine,desipramine
nortriptyline,amoxapine
prochlorperazine,chlorpromazine
chlorpromazine,amoxapine
tramadol,nortriptyline
tramadol,prochlorperazine
tramadol,maprotiline
prochlorperazine,maprotiline
tramadol,desipramine
prochlorperazine,desipramine
tramadol,amoxapine
maprotiline,desipramine
chlorpromazine,nortriptyline
prochlorperazine,amoxapine
nortriptyline,maprotiline
nortriptyline,desipramine
chlorpromazine,maprotiline
amoxapine,maprotiline
paroxetine,maprotiline
chlorpromazine,desipramine
amoxapine,desipramine
amoxapine,paroxetine
nortriptyline,paroxetine
maprotiline,desipramine
chlorpromazine,nortriptyline
nortriptyline,maprotiline
nortriptyline,amoxapine
paroxetine,desipramine
chlorpromazine,paroxetine
nortriptyline,desipramine
chlorpromazine,maprotiline
amoxapine,maprotiline
chlorpromazine,amoxapine
paroxetine,maprotiline
tramadol,paroxetine
tramadol,chlorpromazine
chlorpromazine,desipramine
amoxapine,desipramine
nortriptyline,amoxapine
paroxetine,desipramine
chlorpromazine,amoxapine
tramadol,nortriptyline
tramadol,maprotiline
tramadol,desipramine
tramadol,amoxapine
nortriptyline,paroxetine
maprotiline,desipramine
chlorpromazine,nortriptyline
chlorpromazine,paroxetine
amoxapine,paroxetine
nortriptyline,maprotiline
nortriptyline,desipramine
chlorpromazine,maprotiline
amoxapine,maprotiline
amitriptyline,lamotrigine
brimonidine,bromocriptine
ergotamine,bromocriptine
ziprasidone,celiprolol
clonidine,apraclonidine
dihydroergotamine,bromocriptine
norepinephrine,trimipramine
bromocriptine,mianserin
pramipexole,lamotrigine
lisuride,apraclonidine
ziprasidone,dipivefrin
benzphetamine,celiprolol
norepinephrine,celiprolol
apomorphine,guanfacine
norepinephrine,dipivefrin
fenoldopam,bromocriptine
cabergoline,clonidine
clonidine,methyldopa
lisuride,dexmedetomidine
ziprasidone,apomorphine
brimonidine,lisuride
lisuride,methyldopa
epinephrine,apraclonidine
paliperidone,mianserin
dipivefrin,trazodone
apomorphine,mianserin
pramipexole,paliperidone
dihydroergotamine,lisuride
methyldopa,celiprolol
norepinephrine,apomorphine
lamotrigine,paliperidone
trimipramine,bromocriptine
cabergoline,guanfacine
dexmedetomidine,trazodone
amitriptyline,epinephrine
brimonidine,guanfacine
apraclonidine,mianserin
cabergoline,pramipexole
ergotamine,guanfacine
lisuride,paliperidone
ziprasidone,apraclonidine
amitriptyline,mianserin
dihydroergotamine,guanfacine
mirtazapine,bromocriptine
lamotrigine,fenoldopam
epinephrine,methyldopa
amitriptyline,benzphetamine
pramipexole,epinephrine
benzphetamine,apraclonidine
norepinephrine,apraclonidine
ziprasidone,amitriptyline
amitriptyline,ergotamine
lamotrigine,epinephrine
lisuride,fenoldopam
pramipexole,mianserin
ziprasidone,dexmedetomidine
ergotamine,mianserin
lamotrigine,mianserin
cabergoline,dihydroergotamine
pramipexole,benzphetamine
dihydroergotamine,mianserin
ziprasidone,methyldopa
fenoldopam,guanfacine
dexmedetomidine,celiprolol
pramipexole,ergotamine
lamotrigine,benzphetamine
guanfacine,paliperidone
brimonidine,ergotamine
norepinephrine,dexmedetomidine
amitriptyline,brimonidine
dihydroergotamine,ergotamine
clonidine,trazodone
norepinephrine,methyldopa
benzphetamine,methyldopa
mirtazapine,lisuride
apomorphine,trimipramine
ziprasidone,paliperidone
trimipramine,guanfacine
pramipexole,brimonidine
dexmedetomidine,apomorphine
cabergoline,trazodone
norepinephrine,paliperidone
dihydroergotamine,brimonidine
guanfacine,mianserin
ziprasidone,fenoldopam
clonidine,celiprolol
ziprasidone,mirtazapine
norepinephrine,fenoldopam
mirtazapine,epinephrine
dipivefrin,lamotrigine
brimonidine,trimipramine
ergotamine,trimipramine
mirtazapine,mianserin
norepinephrine,mirtazapine
ziprasidone,benzphetamine
cabergoline,celiprolol
dihydroergotamine,trimipramine
brimonidine,celiprolol
apraclonidine,bromocriptine
mirtazapine,ergotamine
cabergoline,dipivefrin
clonidine,apomorphine
amitriptyline,bromocriptine
epinephrine,celiprolol
trazodone,paliperidone
apomorphine,apraclonidine
dipivefrin,paliperidone
pramipexole,bromocriptine
cabergoline,apomorphine
mirtazapine,brimonidine
lamotrigine,bromocriptine
brimonidine,apomorphine
fenoldopam,celiprolol
trazodone,fenoldopam
celiprolol,mianserin
dexmedetomidine,paliperidone
dipivefrin,fenoldopam
epinephrine,apomorphine
trazodone,epinephrine
apomorphine,methyldopa
amitriptyline,clonidine
amitriptyline,lisuride
dipivefrin,epinephrine
cabergoline,apraclonidine
trazodone,mianserin
trimipramine,celiprolol
clonidine,dexmedetomidine
mirtazapine,trimipramine
dipivefrin,mianserin
brimonidine,apraclonidine
dexmedetomidine,fenoldopam
ergotamine,apraclonidine
trazodone,benzphetamine
pramipexole,clonidine
pramipexole,lisuride
dihydroergotamine,apraclonidine
ziprasidone,norepinephrine
dipivefrin,benzphetamine
brimonidine,clonidine
apraclonidine,guanfacine
lamotrigine,clonidine
cabergoline,amitriptyline
dexmedetomidine,epinephrine
lamotrigine,lisuride
amitriptyline,guanfacine
dihydroergotamine,clonidine
guanfacine,bromocriptine
cabergoline,dexmedetomidine
amitriptyline,pramipexole
cabergoline,methyldopa
dexmedetomidine,benzphetamine
clonidine,paliperidone
pramipexole,guanfacine
brimonidine,methyldopa
ergotamine,methyldopa
fenoldopam,apraclonidine
lamotrigine,guanfacine
dipivefrin,brimonidine
dihydroergotamine,methyldopa
dihydroergotamine,pramipexole
clonidine,fenoldopam
cabergoline,paliperidone
ziprasidone,lamotrigine
trimipramine,apraclonidine
clonidine,epinephrine
bromocriptine,celiprolol
fenoldopam,methyldopa
norepinephrine,lamotrigine
lisuride,epinephrine
epinephrine,paliperidone
cabergoline,fenoldopam
lisuride,mianserin
lamotrigine,ergotamine
clonidine,benzphetamine
ziprasidone,lisuride
cabergoline,mirtazapine
lisuride,benzphetamine
mirtazapine,clonidine
lisuride,ergotamine
epinephrine,fenoldopam
trimipramine,methyldopa
fenoldopam,paliperidone
ziprasidone,cabergoline
dihydroergotamine,mirtazapine
norepinephrine,lisuride
paliperidone,celiprolol
apomorphine,celiprolol
benzphetamine,paliperidone
trazodone,bromocriptine
brimonidine,trazodone
mirtazapine,guanfacine
amitriptyline,trimipramine
trimipramine,paliperidone
dipivefrin,bromocriptine
epinephrine,benzphetamine
mirtazapine,pramipexole
dihydroergotamine,trazodone
apraclonidine,celiprolol
ziprasidone,epinephrine
amitriptyline,celiprolol
pramipexole,trimipramine
ziprasidone,mianserin
dexmedetomidine,bromocriptine
trimipramine,fenoldopam
lamotrigine,trimipramine
amitriptyline,dipivefrin
fenoldopam,benzphetamine
norepinephrine,epinephrine
methyldopa,paliperidone
pramipexole,celiprolol
ziprasidone,ergotamine
benzphetamine,mianserin
norepinephrine,mianserin
ergotamine,celiprolol
lamotrigine,celiprolol
dihydroergotamine,celiprolol
norepinephrine,benzphetamine
norepinephrine,ergotamine
dipivefrin,lisuride
amitriptyline,apomorphine
dihydroergotamine,dipivefrin
ziprasidone,brimonidine
cabergoline,norepinephrine
pramipexole,apomorphine
trazodone,guanfacine
methyldopa,mianserin
ergotamine,apomorphine
lamotrigine,apomorphine
clonidine,bromocriptine
dipivefrin,guanfacine
norepinephrine,brimonidine
mirtazapine,trazodone
dihydroergotamine,apomorphine
lisuride,bromocriptine
amitriptyline,apraclonidine
guanfacine,celiprolol
dexmedetomidine,guanfacine
ziprasidone,trimipramine
pramipexole,apraclonidine
lamotrigine,apraclonidine
apraclonidine,methyldopa
amitriptyline,dexmedetomidine
trazodone,ergotamine
cabergoline,lamotrigine
mirtazapine,celiprolol
apomorphine,paliperidone
dipivefrin,ergotamine
amitriptyline,methyldopa
epinephrine,bromocriptine
brimonidine,lamotrigine
clonidine,lisuride
dexmedetomidine,mianserin
pramipexole,dexmedetomidine
mirtazapine,dipivefrin
dihydroergotamine,amitriptyline
dihydroergotamine,lamotrigine
brimonidine,dexmedetomidine
lamotrigine,dexmedetomidine
pramipexole,methyldopa
apraclonidine,paliperidone
dexmedetomidine,ergotamine
apomorphine,fenoldopam
dihydroergotamine,dexmedetomidine
lamotrigine,methyldopa
amitriptyline,paliperidone
ziprasidone,bromocriptine
cabergoline,lisuride
clonidine,guanfacine
mirtazapine,apomorphine
lisuride,guanfacine
benzphetamine,bromocriptine
norepinephrine,bromocriptine
brimonidine,paliperidone
ergotamine,paliperidone
amitriptyline,fenoldopam
apomorphine,benzphetamine
dihydroergotamine,paliperidone
trazodone,trimipramine
clonidine,mianserin
amitriptyline,mirtazapine
dipivefrin,trimipramine
pramipexole,fenoldopam
mirtazapine,apraclonidine
brimonidine,fenoldopam
ergotamine,fenoldopam
trazodone,celiprolol
ziprasidone,clonidine
clonidine,ergotamine
cabergoline,epinephrine
epinephrine,guanfacine
dihydroergotamine,fenoldopam
dipivefrin,celiprolol
methyldopa,bromocriptine
brimonidine,epinephrine
cabergoline,mianserin
amitriptyline,trazodone
dexmedetomidine,trimipramine
mirtazapine,lamotrigine
norepinephrine,clonidine
dihydroergotamine,epinephrine
brimonidine,mianserin
cabergoline,benzphetamine
mirtazapine,dexmedetomidine
cabergoline,ergotamine
brimonidine,benzphetamine
ergotamine,benzphetamine
ziprasidone,guanfacine
pramipexole,trazodone
mirtazapine,methyldopa
epinephrine,mianserin
dihydroergotamine,benzphetamine
ziprasidone,pramipexole
